Law ID,ST,Law Class,Handguns or Long Guns,Effect,Type of Change,Year,Suicides,Homicides,Content,sentiment_score,sentiment_label,s_before,s_after,Sui_Diff,h_before,h_after,Hom_Diff,Num_Laws,State,universl,permit,HuntLic,GunsAmmo,BackChk,avg_own_est
FL1035,FL,prohibited possessor,handgun and long gun,Restrictive,Modify,2003,6.75,4.07,A person who willfully violates an injunction for protection against domestic violence issued pursuant to s       or a foreign protection order accorded full faith and credit pursuant to s       by     Refusing to surrender firearms or ammunition if ordered to do so by the court ,0.898464560508728,NEGATIVE,7.7541666666666655,6.835333333333334,-11.8,5.2375,4.623333333333334,-11.7,1,Florida,0.0,0.0,0.135706381,-1.129050294,-0.813501507,0.253667045
FL1036,FL,prohibited possessor,handgun and long gun,Restrictive,Implement,2018,7.58,4.95,   may not own a firearm or possess a firearm until relief from the firearm possession and firearm ownership disability is obtained ,0.9970254302024841,NEGATIVE,7.212962962962963,,,4.863703703703704,,,9,,,,,,,
FL1037,FL,prohibited possessor,handgun and long gun,Restrictive,Implement,2018,7.58,4.95,   may not own a firearm or possess a firearm until relief from the firearm possession and firearm ownership disability is obtained ,0.9970254302024841,NEGATIVE,7.212962962962963,,,4.863703703703704,,,9,,,,,,,
FL1038,FL,prohibited possessor,handgun and long gun,Restrictive,Implement,2018,7.58,4.95,  A petition must     Allege that the respondent poses a significant danger of causing personal injury to himself or herself or others by having a firearm or any ammunition in his or her custody or control or by purchasing  possessing  or receiving a firearm or any ammunition  and must be accompanied by an affidavit made under oath stating the specific statements  actions  or facts that give rise to a reasonable fear of significant dangerous acts by the respondent ,0.9922154545783997,NEGATIVE,7.212962962962963,,,4.863703703703704,,,9,,,,,,,
FL1039,FL,prohibited possessor,handgun and long gun,Restrictive,Implement,2018,7.58,4.95,A petitioner may request that a temporary ex parte risk protection order be issued before a hearing for a risk protection order  without notice to the respondent  by including in the petition detailed allegations based on personal knowledge that the respondent poses a significant danger of causing personal injury to himself or herself or others in the near future by having in his or her custody or control  or by purchasing  possessing  or receiving  a firearm or ammunition ,0.9966411590576172,NEGATIVE,7.212962962962963,,,4.863703703703704,,,9,,,,,,,
FL1043,FL,background checks,handgun,Restrictive,Implement,2018,7.58,4.95,Section    Section      Florida Statutes  is amended to read        Purchase and delivery of firearms handguns  mandatory waiting period  exceptions  penalties   A mandatory waiting period is imposed between the purchase and delivery of a firearm  The mandatory waiting period is   days  excluding weekends and legal holidays  or expires upon the completion of the records checks required under s       whichever occurs later,0.9814945459365845,NEGATIVE,7.212962962962963,,,4.863703703703704,,,9,,,,,,,
FL1046,FL,background checks,handgun,Restrictive,Implement,1994,8.54,6.51,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless     the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law ,0.9986502528190613,NEGATIVE,8.806666666666667,6.97375,-20.8,7.09,4.520416666666667,-36.2,3,Florida,0.0,0.0,0.152992051,-0.731000458,,0.302502507
FL1047,FL,background checks,long gun,Restrictive,Implement,1998,7.1,4.56,Beginning on the date that is   days after the Attorney General notifies licensees under section    of the transferee containing a photograph of the transferee ,0.9770532846450806,NEGATIVE,8.414285714285715,6.8165000000000004,-19.0,6.277142857142857,4.3885000000000005,-30.1,2,Florida,0.0,0.0,0.145871594,-1.087856383,,0.25486946
FL1052,FL,background checks,long gun,Restrictive,Implement,2018,7.58,4.95,Section    Section      Florida Statutes  is amended to read        Purchase and delivery of firearms handguns  mandatory waiting period  exceptions  penalties   A mandatory waiting period is imposed between the purchase and delivery of a firearm  The mandatory waiting period is   days  excluding weekends and legal holidays  or expires upon the completion of the records checks required under s       whichever occurs later,0.9814945459365845,NEGATIVE,7.212962962962963,,,4.863703703703704,,,9,,,,,,,
GA1002,GA,background checks,handgun,Restrictive,Implement,1996,8.81,6.59,  ,0.748120903968811,POSITIVE,9.475999999999999,7.703181818181819,-18.7,7.772,5.250454545454546,-32.4,3,Georgia,0.0,0.0,0.352268091,-0.86156402,,0.48462910049999997
GA1009,GA,castle doctrine,handgun and long gun,Permissive,Modify,2006,6.75,5.25,A person who uses threats or force in accordance with Code Section        relating to the use of force in defense of self or others  Code Section        relating to the use of force in defense of a habitation  or Code Section        relating to the use of force in defense of property other than a habitation  has no duty to retreat and has the right to stand his or her ground and use force as provided in said Code sections  including deadly force ,0.9125024080276489,POSITIVE,8.389333333333333,7.7558333333333325,-7.6,6.103333333333333,5.346666666666667,-12.4,1,Georgia,0.0,0.0,0.314257025,-0.746681258,-0.26814953,0.319583782
GA1011,GA,child access laws,handgun and long gun,Restrictive,Implement,1994,9.01,7.68,  of this Code section  a person shall be guilty of a felony and punished by a fine not to exceed        or by imprisonment for not less than two nor more than five years  or both ,0.9825771450996399,NEGATIVE,9.956666666666665,7.7825,-21.8,8.153333333333334,5.3675,-34.2,5,Georgia,0.0,0.0,0.364525228,-0.587808314,,0.443899994
GA1013,GA,dealer license,handgun,Permissive,Repeal,2014,8.19,4.99,        through           Reserved  Repealed by Ga  L     p           HB    effective       ,0.9535995125770569,NEGATIVE,7.996521739130435,8.3875,4.9,5.704782608695653,6.1899999999999995,8.5,1,Georgia,0.0,0.0,0.296059582,-0.763474649,-0.711581886,0.303801949
GA1015,GA,minimum age,handgun,Restrictive,Implement,1994,9.01,7.68,Notwithstanding any other provisions of this part and except as otherwise provided in this Code section  it shall be unlawful for any person under the age of   years to possess or have under such person s control a handgun,0.9770076274871826,NEGATIVE,9.956666666666665,7.7825,-21.8,8.153333333333334,5.3675,-34.2,5,Georgia,0.0,0.0,0.364525228,-0.587808314,,0.443899994
GA1019,GA,minimum age,handgun,Permissive,Modify,1994,9.01,7.68,  of this Code section ,0.9342447519302368,NEGATIVE,9.956666666666665,7.7825,-21.8,8.153333333333334,5.3675,-34.2,5,Georgia,0.0,0.0,0.364525228,-0.587808314,,0.443899994
GA1024,GA,background checks,handgun,Restrictive,Implement,1996,8.81,6.59,      ,0.748120903968811,POSITIVE,9.475999999999999,7.703181818181819,-18.7,7.772,5.250454545454546,-32.4,3,Georgia,0.0,0.0,0.352268091,-0.86156402,,0.48462910049999997
GA1025,GA,background checks,handgun,Permissive,Repeal,2005,6.88,4.78,Repealed by Ga  L     p          effective       ,0.9879127144813538,NEGATIVE,8.497142857142858,7.678461538461538,-9.6,6.197857142857141,5.339230769230769,-13.9,1,Georgia,0.0,0.0,0.312335569,-0.852413499,-0.459470669,
GA1038,GA,background checks,handgun,Restrictive,Implement,1994,9.01,7.68,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless     the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law ,0.9986502528190613,NEGATIVE,9.956666666666665,7.7825,-21.8,8.153333333333334,5.3675,-34.2,5,Georgia,0.0,0.0,0.364525228,-0.587808314,,0.443899994
GA1039,GA,background checks,long gun,Restrictive,Implement,1998,7.88,5.12,Beginning on the date that is   days after the Attorney General notifies licensees under section    of the transferee containing a photograph of the transferee ,0.9770532846450806,NEGATIVE,9.284285714285714,7.639500000000001,-17.7,7.275714285714287,5.245500000000001,-27.9,1,Georgia,0.0,0.0,0.326242109,-0.832838437,,0.447601539
GA1044,GA,waiting period,handgun,Restrictive,Implement,1994,9.01,7.68,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless   the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law ,0.9986502528190613,NEGATIVE,9.956666666666665,7.7825,-21.8,8.153333333333334,5.3675,-34.2,5,Georgia,0.0,0.0,0.364525228,-0.587808314,,0.443899994
GA1045,GA,waiting period,handgun,Permissive,Repeal,1996,8.81,6.59,Repealed because Ga  Code Ann          was implemented  Ga  Code Ann           On and after        no dealer licensed pursuant to   USCA Section   or Chapter   of Title   shall sell or deliver from his or her business inventory at his or her licensed premises any handgun to anotehr person until   the dealer has received a unqieu transaction number for that inquiry from the bureay verifying htat th einformaiton avialable to the bureay does not idnicate that the possession of a handgun by the transfeeree would be in violation of federal or state law ,0.9948306679725647,NEGATIVE,9.475999999999999,7.703181818181819,-18.7,7.772,5.250454545454546,-32.4,3,Georgia,0.0,0.0,0.352268091,-0.86156402,,0.48462910049999997
HI1008,HI,child access laws,handgun and long gun,Restrictive,Implement,1992,2.88,1.23,          Storage of firearm  responsibility with respect to minors  No person shall store or keep any firearm on any premises under the person s control if the person knows or reasonably should know that a minor is likely to gain access to the firearm without the permission of the parent or guardian of the minor  unless the person    Criminally negligent storage of a firearm is a misdemeanor ,0.9985800981521606,NEGATIVE,2.95,2.3884615384615384,-19.0,1.42,1.0931578947368419,-23.0,5,Hawaii,1.0,1.0,0.094406245,0.209517132,,
HI1010,HI,firearm sales restrictions,handgun,Restrictive,Implement,1992,2.88,1.23,After        no person shall bring or cause to be brought into the State an assault pistol  No assault pistol may be sold or transferred on or after        to anyone within the State other than to a dealer licensed under section     or the chief of police of any county except that any person who obtains title by bequest or intestate succession to an assault pistol registered within the State shall  within ninety days  render the weapon permanently inoperable  sell or transfer the weapon to a licensed dealer or the chief of police of any county  or remove the weapon from the State ,0.9988816380500793,NEGATIVE,2.95,2.3884615384615384,-19.0,1.42,1.0931578947368419,-23.0,5,Hawaii,1.0,1.0,0.094406245,0.209517132,,
HI1014,HI,permit to purchase,long gun,Restrictive,Modify,1992,2.88,1.23,no permit shall be issued to a first time applicant earlier than fourteen calendar days after the date of the application  provided that a permit shall be issued or the application denied before the twentieth day from the date of application  ,0.9928009510040283,NEGATIVE,2.95,2.3884615384615384,-19.0,1.42,1.0931578947368419,-23.0,5,Hawaii,1.0,1.0,0.094406245,0.209517132,,
HI1015,HI,permit to purchase,long gun,Restrictive,Modify,1994,4.27,1.8,no permit shall be issued to an applicant earlier than fourteen calendar days after the date of the application  provided that a permit shall be issued or the application denied before the twentieth day from the date of application,0.9924284815788269,NEGATIVE,2.8000000000000003,2.3025,-17.8,1.2666666666666666,1.0482352941176472,-17.2,7,Hawaii,1.0,1.0,0.095834821,0.779957473,,
HI1019,HI,minimum age,long gun,Restrictive,Modify,1994,4.27,1.8,The chief of police of the respective counties may issue permits to acquire firearms to citizens of the United States of the age of twenty one years or more,0.5129817724227905,NEGATIVE,2.8000000000000003,2.3025,-17.8,1.2666666666666666,1.0482352941176472,-17.2,7,Hawaii,1.0,1.0,0.095834821,0.779957473,,
HI1028,HI,waiting period,handgun,Restrictive,Modify,1992,2.88,1.23,   no permit shall be issued to a first time applicant earlier than fourteen calendar days after the date of the application  provided that a permit shall be issued or the application denied before the twentieth day from the date of application  Persons who have previously obtained permits subject to the waiting period required by this subsection and who make a subsequent application within one year of the issue date of the first permit may be issued permits in less than fourteen days  Permits issued to acquire any pistol or revolver shall be void unless used within ten days after the date of issue  Permits to acquire a pistol or revolver require a separate application and permit for each transaction  Permits issued to acquire any rifle or shotgun shall entitle the permittee to make subsequent purchases of rifles or shotguns for a period of one year from the date of issue without a separate application and permit for each acquisition  subject to the disqualifications under section     ,0.998916745185852,NEGATIVE,2.95,2.3884615384615384,-19.0,1.42,1.0931578947368419,-23.0,5,Hawaii,1.0,1.0,0.094406245,0.209517132,,
HI1038,HI,minimum age,handgun,Restrictive,Modify,1994,4.27,1.8,The chief of police of the respective counties may issue permits to acquire firearms to citizens of the United States of the age of twenty one years or more,0.5129817724227905,NEGATIVE,2.8000000000000003,2.3025,-17.8,1.2666666666666666,1.0482352941176472,-17.2,7,Hawaii,1.0,1.0,0.095834821,0.779957473,,
HI1044,HI,permit to purchase,handgun,Restrictive,Modify,1992,2.88,1.23,no permit shall be issued to a first time applicant earlier than fourteen calendar days after the date of the application  provided that a permit shall be issued or the application denied before the twentieth day from the date of application  ,0.9928009510040283,NEGATIVE,2.95,2.3884615384615384,-19.0,1.42,1.0931578947368419,-23.0,5,Hawaii,1.0,1.0,0.094406245,0.209517132,,
HI1046,HI,permit to purchase,handgun,Restrictive,Modify,1994,4.27,1.8,no permit shall be issued to an applicant earlier than fourteen calendar days after the date of the application  provided that a permit shall be issued or the application denied before the twentieth day from the date of application,0.9924284815788269,NEGATIVE,2.8000000000000003,2.3025,-17.8,1.2666666666666666,1.0482352941176472,-17.2,7,Hawaii,1.0,1.0,0.095834821,0.779957473,,
HI1052,HI,prohibited possessor,handgun and long gun,Restrictive,Implement,1993,2.57,1.15,No person who has been restrained pursuant to an order of any court  including an ex parte order as provided in this subsection  from contacting  threatening  or physically abusing any person  shall possess  control  or transfer ownership of any firearm or ammunition therefor  so long as the protective order  restraining order  or any extension is in effect  unless the order  for good cause shown  specifically permits the possession of a firearm and ammunition  The restraining order or order of protection shall specifically include a statement that possession  control  or transfer of ownership of a firearm or ammunition by the person named in the order is prohibited  Such person shall relinquish possession and control of any firearm and ammunition owned by that person to the police department of the appropriate county for safekeeping for the duration of the order or extension thereof ,0.9770228862762451,NEGATIVE,2.915,2.3812,-18.3,1.325,1.0899999999999999,-17.7,1,Hawaii,1.0,1.0,0.093903028,0.828494413,,
HI1053,HI,prohibited possessor,handgun and long gun,Restrictive,Implement,1994,4.27,1.8,        Dating relationship  means a romantic  courtship  or engagement relationship  often but not necessarily characterized by actions of an intimate or sexual nature  but does not include a casual acquaintanceship or ordinary fraternization between persons in a business or social context        No person who has been restrained pursuant to an order of any court  including an ex parte order as provided in this subsection  from contacting  threatening  or physically abusing any person  shall possess  control  or transfer ownership of any firearm or ammunition therefor  so long as the protective order  restraining order  or any extension is in effect  unless the order  for good cause shown  specifically permits the possession of a firearm and ammunition  The restraining order or order of protection shall specifically include a statement that possession  control  or transfer of ownership of a firearm or ammunition by the person named in the order is prohibited  Such person shall relinquish possession and control of any firearm and ammunition owned by that person to the police department of the appropriate county for safekeeping for the duration of the order or extension thereof  In the case of an ex parte order  the affidavit or statement under oath that forms the basis for the order shall contain a statement of the facts that support a finding that the person to be restrained owns  intends to obtain or to transfer ownership of  or possesses a firearm  and that the firearm may be used to threaten  injure  or abuse any person  The ex parte order shall be effective upon service pursuant to section      At the time of service of a restraining order involving firearms and ammunition issued by any court  the police officer may take custody of any and all firearms and ammunition in plain sight  those discovered pursuant to a consensual search  and those firearms surrendered by the person restrained  If the person restrained is the registered owner of a firearm and knows the location of the firearm  but refuses to surrender the firearm or refuses to disclose the location of the firearm  the person restrained shall be guilty of a misdemeanor  In any case  when a police officer is unable to locate the firearms and ammunition either registered under this chapter or known to the person granted protection by the court  the police officer shall apply to the court for a search warrant pursuant to chapter   for the limited purpose of seizing the firearm and ammunition ,0.9900193214416504,NEGATIVE,2.8000000000000003,2.3025,-17.8,1.2666666666666666,1.0482352941176472,-17.2,7,Hawaii,1.0,1.0,0.095834821,0.779957473,,
HI1054,HI,prohibited possessor,handgun and long gun,Restrictive,Modify,2000,2.98,0.74,Any person disqualified from ownership  possession  or control of firearms and ammunition under section      within seven days of disqualification  shall voluntarily surrender all firearms and ammunition to the chief of police where the person resides or dispose of all firearms and ammunition  If any person fails to voluntarily surrender or dispose of all firearms and ammunition within seven days from the date of disqualification  the chief of police may seize all firearms and ammunition ,0.9888498187065125,NEGATIVE,2.892222222222222,2.1622222222222223,-25.2,1.4200000000000002,0.9,-36.6,2,Hawaii,1.0,1.0,0.088727924,-0.82532697,-1.415245168,
HI1055,HI,prohibited possessor,handgun and long gun,Restrictive,Modify,2000,2.98,0.74, Dating relationship  means a romantic  courtship  or engagement relationship  often but not necessarily characterized by actions of an intimate or sexual nature  but does not include a casual acquaintanceship or ordinary fraternization between persons in a business or social context ,0.7706093192100525,NEGATIVE,2.892222222222222,2.1622222222222223,-25.2,1.4200000000000002,0.9,-36.6,2,Hawaii,1.0,1.0,0.088727924,-0.82532697,-1.415245168,
HI1057,HI,safety training required,handgun,Restrictive,Implement,1995,3.69,2.13, Effective        no person shall be issued a permit under this section for the acquisition of a pistol or revolver unless the person  at any time prior to the issuance of the permit  has completed    Education on the firearm laws of the State  An affidavit signed by the certified firearms instructor who conducted or taught the course  providing the name  address  and phone number of the instructor and attesting to the successful completion of the course by the applicant shall constitute evidence of certified successful completion under this paragraph ,0.9404020309448242,NEGATIVE,3.1675,2.2421739130434784,-29.2,1.4,0.9806250000000001,-30.0,1,Hawaii,1.0,1.0,0.094510243,0.618045501,,
HI1061,HI,registration,long gun,Restrictive,Modify,1994,4.27,1.8,Every person who acquires a firearm pursuant to section     shall register the firearm in the manner prescribed by this section within five days of acquisition  The registration shall be on forms prescribed by the attorney general  which shall be uniform throughout the State  and shall include the following information  name of the manufacturer and importer  model  type of action  caliber or gauge  serial number  and source from which receipt was obtained  including the name and address of the prior registrant  If the firearm has no serial number  the permit number shall be entered in the space provided for the serial number  and the permit number shall be engraved upon the receiver portion of the firearm prior to registration  All registration data that would identify the individual registering the firearm by name or address shall be confidential and shall not be disclosed to anyone  except as may be required         By order of a court ,0.9917469024658203,NEGATIVE,2.8000000000000003,2.3025,-17.8,1.2666666666666666,1.0482352941176472,-17.2,7,Hawaii,1.0,1.0,0.095834821,0.779957473,,
HI1065,HI,background checks,handgun,Restrictive,Implement,1994,4.27,1.8,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless     the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law ,0.9986502528190613,NEGATIVE,2.8000000000000003,2.3025,-17.8,1.2666666666666666,1.0482352941176472,-17.2,7,Hawaii,1.0,1.0,0.095834821,0.779957473,,
HI1066,HI,background checks,long gun,Restrictive,Implement,1998,2.28,0.66,Beginning on the date that is   days after the Attorney General notifies licensees under section    of the transferee containing a photograph of the transferee ,0.9770532846450806,NEGATIVE,3.124285714285714,2.189,-29.9,1.5099999999999998,0.9376923076923078,-37.9,1,Hawaii,1.0,1.0,0.092038136,-0.71648542,,
HI1070,HI,prohibited possessor,handgun and long gun,Restrictive,Implement,2020,,,    Petitioner  means a law enforcement officer  family or household member of the respondent  medical professional  educator  or colleague  who files a petition pursuant to section   D or section         A petitioner requesting a one year gun violence protective order shall include in the petition detailed allegations based on personal knowledge that the respondent poses a significant danger of causing a self inflicted bodily injury or an injury to another person by owning  purchasing  possessing  receiving  or having in the respondent s custody or control any firearm or ammunition ,0.9866744875907898,NEGATIVE,2.426071428571429,,,1.1152380952380954,,,2,,,,,,,
HI1071,HI,prohibited possessor,handgun and long gun,Restrictive,Implement,2020,,,    Petitioner  means a law enforcement officer  family or household member of the respondent  medical professional  educator  or colleague  who files a petition pursuant to section   D or section        The court shall issue or deny an ex parte gun violence protective order on the same day that the petition is submitted to the court  unless the petition is filed too late in the day to permit effective adjudication  in which case the order shall be issued or denied on the next business day ,0.9968494772911072,NEGATIVE,2.426071428571429,,,1.1152380952380954,,,2,,,,,,,
ID1002,ID,background checks,long gun,Restrictive,Implement,1994,11.74,2.1,No firearms dealer shall transfer any handgun unless the dealer has    working days have elapsed that the potential buyer or transferee is not prohibited  the sale may proceed at that time ,0.9922429919242859,NEGATIVE,12.486666666666666,11.296666666666667,-9.5,1.5199999999999998,1.4312500000000001,-5.8,8,Idaho,0.0,0.0,0.720753911,1.147495862,,
ID1003,ID,background checks,handgun,Permissive,See note,1998,10.97,1.43,Expired with interim provisions of Brady law ,0.9730058312416077,NEGATIVE,11.98857142857143,11.2715,-6.0,1.93,1.3034999999999997,-32.5,3,Idaho,0.0,0.0,0.77914868,1.258510672,,
ID1007,ID,carrying a concealed weapon (ccw),handgun,Permissive,Modify,2016,12.79,1.04,  of this section ,0.9918720126152039,POSITIVE,11.1748,14.08,26.0,1.4584000000000001,1.755,20.3,1,Idaho,0.0,0.0,0.714829614,1.396697636,0.388481222,0.682871621
ID1011,ID,minimum age,long gun,Restrictive,Implement,1994,11.74,2.1,     E  Possession of a weapon by a minor   years to possess or have in possession any handgun ,0.8990933895111084,NEGATIVE,12.486666666666666,11.296666666666667,-9.5,1.5199999999999998,1.4312500000000001,-5.8,8,Idaho,0.0,0.0,0.720753911,1.147495862,,
ID1015,ID,minimum age,long gun,Restrictive,Modify,1994,11.74,2.1,   A It shall be unlawful to directly or indirectly sell to any minor under the age of eighteen   months  or by both such fine and imprisonment  As used in this section   weapon  shall mean any dirk  dirk knife  bowie knife  dagger  pistol  revolver or gun ,0.9946959614753723,NEGATIVE,12.486666666666666,11.296666666666667,-9.5,1.5199999999999998,1.4312500000000001,-5.8,8,Idaho,0.0,0.0,0.720753911,1.147495862,,
ID1026,ID,minimum age,handgun,Restrictive,Implement,1994,11.74,2.1,     E  Possession of a weapon by a minor   years to possess or have in possession any handgun ,0.8990933895111084,NEGATIVE,12.486666666666666,11.296666666666667,-9.5,1.5199999999999998,1.4312500000000001,-5.8,8,Idaho,0.0,0.0,0.720753911,1.147495862,,
ID1031,ID,castle doctrine,handgun and long gun,Permissive,Modify,2018,14.0,1.81,Homicide is justifiable when committed by any person in any of the following cases   When committed in defense of habitation  a place of business or employment  occupied vehicle  property or person  against one who manifestly intends or endeavors  by violence or surprise  to commit a felony  or against one who manifestly intends and endeavors  in a violent  riotous or tumultuous manner  to enter the habitation  place of business or employment or occupied vehicle of another for the purpose of offering violence to any person therein ,0.9960454106330872,NEGATIVE,11.345185185185187,,,1.451851851851852,,,1,,,,,,,
ID1037,ID,background checks,handgun,Restrictive,Implement,1994,11.74,2.1,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless     the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law ,0.9986502528190613,NEGATIVE,12.486666666666666,11.296666666666667,-9.5,1.5199999999999998,1.4312500000000001,-5.8,8,Idaho,0.0,0.0,0.720753911,1.147495862,,
ID1038,ID,background checks,long gun,Restrictive,Implement,1998,10.97,1.43,Beginning on the date that is   days after the Attorney General notifies licensees under section    of the transferee containing a photograph of the transferee ,0.9770532846450806,NEGATIVE,11.98857142857143,11.2715,-6.0,1.93,1.3034999999999997,-32.5,3,Idaho,0.0,0.0,0.77914868,1.258510672,,
ID1039,ID,background checks,handgun,Restrictive,Implement,1994,11.74,2.1,No firearms dealer shall transfer any handgun unless the dealer has     Obtained a unique approval number on the statement of intent ,0.9937623143196106,NEGATIVE,12.486666666666666,11.296666666666667,-9.5,1.5199999999999998,1.4312500000000001,-5.8,8,Idaho,0.0,0.0,0.720753911,1.147495862,,
ID1040,ID,background checks,handgun,Restrictive,Implement,1998,10.97,1.43,Beginning on the date that is   days after the Attorney General notifies licensees under section    of the transferee containing a photograph of the transferee ,0.9770532846450806,NEGATIVE,11.98857142857143,11.2715,-6.0,1.93,1.3034999999999997,-32.5,3,Idaho,0.0,0.0,0.77914868,1.258510672,,
ID1046,ID,waiting period,handgun,Restrictive,Implement,1994,11.74,2.1,Beginning on the date that is   days after the date of enactment of this subsection and ending on the day before the date that is   months after such date of enactment  it shall be unlawful for any licensed importer  licensed manufacturer  or licensed dealer to sell  deliver  or transfer a handgun to an individual who is not licensed under section    unless   the transferor has received notice from the chief law enforcement officer that the officer has no information indicating that receipt or possession of the handgun by the transferee would violate Federal  State  or local law ,0.9986502528190613,NEGATIVE,12.486666666666666,11.296666666666667,-9.5,1.5199999999999998,1.4312500000000001,-5.8,8,Idaho,0.0,0.0,0.720753911,1.147495862,,
ID1047,ID,waiting period,handgun,Permissive,Repeal,1994,11.74,2.1,Repealed because Id  Code       was implemented  Id  Code         No firearms dealer shall transfer any handgun unless the dealer has     Requested by means described in this chapter  that the department conduct a records check,0.9843859076499939,NEGATIVE,12.486666666666666,11.296666666666667,-9.5,1.5199999999999998,1.4312500000000001,-5.8,8,Idaho,0.0,0.0,0.720753911,1.147495862,,
IL1002,IL,background checks,long gun,Restrictive,Modify,2013,3.65,4.54,Notwithstanding item   of this Section  any person who is not a federally licensed firearm dealer and who desires to transfer or sell a firearm or firearms to any person who is not a federally licensed firearm dealer shall  before selling or transferring the firearms  contact the Department of State Police with the transferee s or purchaser s Firearm Owner s Identification Card number to determine the validity of the transferee s or purchaser s Firearm Owner s Identification Card  This subsection shall not be effective until        The Department of State Police may adopt rules concerning the implementation of this subsection  The Department of State Police shall provide the seller or transferor an approval number if the purchaser s Firearm Owner s Identification Card is valid  Approvals issued by the Department for the purchase of a firearm pursuant to this subsection are valid for   days from the date of issue ,0.9972133040428162,NEGATIVE,3.745,3.974,6.1,5.880000000000001,6.344,7.9,5,Illinois,0.0,1.0,0.319156031,-0.75833475,-0.85382647,0.353711374
IL1006,IL,carrying a concealed weapon (ccw),handgun,Permissive,Modify,2013,3.65,4.54,The Department shall issue a license to carry a concealed firearm under this Act to an applicant who    does not pose a danger to himself  herself  or others  or a threat to public safety as determined by the Concealed Carry Licensing Review Board in accordance with Section   ,0.8839532136917114,NEGATIVE,3.745,3.974,6.1,5.880000000000001,6.344,7.9,5,Illinois,0.0,1.0,0.319156031,-0.75833475,-0.85382647,0.353711374
IL1009,IL,child access laws,handgun and long gun,Restrictive,Implement,2000,3.5,5.3,Sec       Firearms  Child Protection     Sentence  A person who violates this Section is guilty of a Class C misdemeanor and shall be fined not less than       A second or subsequent violation of this Section is a Class A misdemeanor ,0.9968339800834656,NEGATIVE,4.266666666666667,3.5561111111111114,-16.7,7.195555555555554,5.308888888888889,-26.2,1,Illinois,0.0,1.0,0.259407937,-0.99275831,-1.063749709,0.3250621776666667
IL1031,IL,background checks,handgun,Restrictive,Modify,2013,3.65,4.54,Notwithstanding item   of this Section  any person who is not a federally licensed firearm dealer and who desires to transfer or sell a firearm or firearms to any person who is not a federally licensed firearm dealer shall  before selling or transferring the firearms  contact the Department of State Police with the transferee s or purchaser s Firearm Owner s Identification Card number to determine the validity of the transferee s or purchaser s Firearm Owner s Identification Card  This subsection shall not be effective until        The Department of State Police may adopt rules concerning the implementation of this subsection  The Department of State Police shall provide the seller or transferor an approval number if the purchaser s Firearm Owner s Identification Card is valid  Approvals issued by the Department for the purchase of a firearm pursuant to this subsection are valid for   days from the date of issue ,0.9972133040428162,NEGATIVE,3.745,3.974,6.1,5.880000000000001,6.344,7.9,5,Illinois,0.0,1.0,0.319156031,-0.75833475,-0.85382647,0.353711374
IL1042,IL,prohibited possessor,handgun and long gun,Restrictive,Implement,1996,4.08,7.18,   neither a casual acquaintanceship nor ordinary fraternization between   individuals in business or social contexts shall be deemed to constitute a dating relationship ,0.9984076619148254,NEGATIVE,4.596,3.5840909090909094,-22.0,7.846000000000001,5.418636363636364,-30.9,1,Illinois,0.0,1.0,0.316327636,-0.895800863,,0.27838310499999996
IL1043,IL,prohibited possessor,handgun and long gun,Restrictive,Modify,2008,3.38,4.9, Adjudicated as a person with a mental disability  means the person is the subject of a determination by a court  board  commission or other lawful authority that the person  as a result of marked subnormal intelligence  or mental illness  mental impairment  incompetency  condition  or disease    is subject to the provisions of the Interstate Agreements on Sexually Dangerous Persons Act ,0.994244396686554,NEGATIVE,3.856470588235294,3.697,-4.1,6.1911764705882355,5.547,-10.4,1,Illinois,0.0,1.0,0.320991013,-0.875871932,-1.097573162,0.193236924
